item,classes
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
"[['http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Group']]","""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""[]"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Genre', 'http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/TopicalConcept']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
[[]],"""['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty', 'http://dbpedia.org/ontology/Agent']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
"[['http://dbpedia.org/ontology/Organisation', 'http://dbpedia.org/ontology/PoliticalParty']]","""['http://dbpedia.org/ontology/MusicGenre', 'http://dbpedia.org/ontology/Organisation']"""
